3 8000
672 162 1
340 534 0
229 714 0
144 123 0
667 756 0
543 973 0
528 400 0
827 217 1
609 860 0
684 994 0
282 129 1
329 281 0
448 751 0
653 223 1
283 30 1
606 63 1
584 137 1
708 225 1
488 934 0
108 542 0
480 379 0
674 880 0
203 494 0
884 115 1
791 498 0
707 84 1
861 31 1
261 295 0
322 57 1
862 198 1
200 625 0
996 215 1
757 447 0
881 516 0
777 353 1
825 402 1
142 137 0
879 313 1
191 336 0
896 409 1
584 315 0
116 991 0
796 45 1
897 209 1
56 334 0
85 198 0
471 768 0
100 549 0
912 730 0
706 536 0
421 200 1
85 517 0
172 321 0
220 38 1
170 330 0
532 366 0
957 387 1
280 52 1
49 292 0
712 341 1
843 769 0
619 959 0
267 351 0
91 491 0
696 828 0
851 361 1
287 729 0
428 227 0
343 383 0
389 446 0
444 808 0
487 857 0
870 382 1
175 896 0
663 987 0
932 847 0
115 522 0
798 924 0
647 3 1
435 664 0
783 676 0
227 24 1
66 217 0
847 988 0
756 575 0
368 886 0
659 906 0
347 629 0
363 990 0
204 411 0
215 808 0
712 635 0
821 734 0
979 11 1
230 941 0
415 146 1
964 537 0
256 94 1
204 306 0
486 94 1
138 308 0
69 775 0
157 26 1
598 11 1
244 750 0
747 776 0
753 12 1
657 316 1
686 793 0
459 829 0
485 620 0
495 812 0
845 602 0
637 792 0
49 14 1
155 997 0
95 989 0
885 188 1
388 135 1
365 767 0
151 746 0
600 903 0
59 977 0
498 878 0
397 196 0
57 463 0
504 742 0
95 351 0
421 576 0
569 913 0
609 223 1
254 951 0
993 283 1
746 219 1
702 844 0
465 122 1
200 908 0
104 871 0
650 365 0
861 612 0
531 124 1
552 83 1
76 275 0
715 218 1
669 884 0
9 349 0
92 187 0
160 321 0
382 820 0
62 180 0
802 832 0
675 635 0
402 426 0
769 562 0
377 855 0
944 518 0
73 267 0
454 183 1
377 109 1
910 577 0
221 57 1
959 956 0
509 833 0
542 628 0
716 500 0
805 272 1
696 464 0
226 967 0
887 517 0
29 53 0
211 244 0
505 488 0
72 396 0
247 159 0
628 53 1
195 827 0
459 572 0
956 763 0
205 264 0
496 291 0
709 285 1
884 446 0
714 999 0
266 985 0
512 328 0
170 728 0
742 179 1
320 42 1
578 787 0
298 924 0
862 746 0
271 194 0
223 452 0
558 381 0
875 930 0
175 216 0
468 568 0
597 820 0
174 76 1
381 317 0
873 704 0
305 835 0
298 60 1
750 378 0
997 144 1
587 681 0
832 912 0
973 533 0
312 38 1
919 63 1
444 800 0
503 322 0
938 532 0
255 191 0
689 158 1
523 976 0
811 674 0
620 563 0
574 43 1
677 670 0
3 881 0
283 878 0
363 726 0
867 436 0
889 567 0
875 33 1
146 17 1
826 807 0
56 591 0
940 830 0
384 752 0
583 681 0
401 480 0
31 804 0
551 678 0
416 535 0
808 602 0
890 244 1
609 967 0
656 718 0
470 268 0
219 707 0
307 972 0
714 763 0
397 905 0
393 546 0
527 964 0
246 661 0
613 747 0
873 518 0
87 87 0
241 286 0
9 128 0
478 616 0
469 870 0
8 779 0
963 462 1
664 360 0
694 492 0
541 188 1
82 936 0
120 812 0
930 236 1
594 204 1
324 863 0
137 850 0
662 311 1
210 702 0
460 860 0
361 330 0
825 272 1
34 803 0
883 354 1
94 208 0
12 543 0
195 573 0
103 391 0
218 799 0
722 458 0
291 711 0
321 607 0
306 354 0
163 147 0
480 891 0
312 237 0
873 772 0
781 426 0
189 342 0
955 460 1
979 377 1
847 729 0
23 878 0
593 698 0
976 267 1
117 557 0
728 153 1
173 259 0
725 447 0
889 796 0
632 403 0
325 265 0
769 750 0
435 15 1
186 248 0
71 764 0
816 696 0
810 248 1
611 192 1
970 753 0
680 361 0
786 804 0
358 523 0
755 796 0
513 124 1
859 339 1
122 386 0
36 930 0
432 28 1
574 460 0
523 726 0
404 440 0
364 100 1
583 666 0
389 13 1
101 313 0
308 22 1
449 910 0
404 329 0
581 568 0
895 931 0
514 475 0
215 716 0
916 446 1
372 825 0
96 525 0
876 42 1
436 1 1
299 61 1
409 796 0
341 713 0
217 159 0
655 649 0
819 22 1
392 580 0
681 84 1
115 670 0
571 31 1
965 913 0
818 164 1
141 155 0
484 250 0
461 291 0
47 911 0
208 612 0
938 180 1
528 865 0
703 976 0
288 112 1
106 649 0
635 377 0
804 142 1
908 733 0
152 711 0
425 975 0
284 902 0
22 447 0
277 423 0
533 863 0
962 388 1
372 865 0
419 821 0
705 742 0
116 311 0
256 691 0
149 41 1
110 18 1
948 487 0
304 964 0
776 481 0
582 257 1
817 668 0
342 472 0
182 326 0
949 998 0
154 97 0
821 813 0
194 46 1
543 281 0
109 319 0
278 744 0
116 548 0
758 607 0
981 351 1
14 272 0
775 608 0
602 792 0
973 412 1
492 656 0
220 344 0
229 337 0
157 164 0
612 65 1
864 742 0
235 234 0
133 72 0
497 921 0
128 524 0
511 668 0
811 111 1
823 690 0
628 705 0
600 374 0
798 945 0
323 703 0
812 586 0
521 434 0
73 799 0
441 819 0
625 213 1
432 468 0
197 670 0
898 601 0
129 137 0
576 642 0
444 603 0
169 573 0
318 860 0
764 277 1
871 874 0
658 599 0
78 947 0
589 362 0
761 442 0
682 804 0
628 103 1
356 633 0
416 334 0
6 197 0
390 378 0
202 834 0
956 446 1
905 889 0
808 960 0
686 316 1
402 900 0
611 883 0
268 925 0
641 651 0
801 281 1
660 644 0
541 893 0
313 235 0
722 199 1
551 802 0
269 383 0
480 424 0
309 512 0
362 742 0
377 857 0
947 816 0
591 367 0
677 279 1
250 105 1
847 381 1
379 47 1
503 738 0
69 111 0
628 503 0
920 549 0
833 599 0
158 702 0
799 525 0
467 328 0
52 928 0
388 224 0
631 833 0
69 777 0
835 205 1
225 81 1
231 846 0
672 51 1
476 611 0
254 221 0
182 417 0
613 36 1
236 181 0
827 589 0
161 844 0
726 122 1
394 585 0
148 434 0
836 317 1
41 674 0
567 341 0
952 213 1
683 78 1
260 670 0
794 919 0
304 713 0
921 634 0
599 7 1
703 791 0
372 920 0
476 360 0
415 12 1
339 371 0
901 427 1
387 601 0
688 18 1
447 958 0
253 758 0
830 547 0
151 737 0
242 56 1
67 930 0
162 470 0
273 116 1
897 322 1
856 219 1
364 144 1
618 535 0
977 312 1
448 586 0
469 801 0
815 593 0
638 474 0
158 888 0
226 193 0
191 17 1
280 994 0
21 885 0
210 862 0
274 190 0
29 143 0
862 378 1
568 815 0
12 196 0
357 264 0
488 829 0
131 921 0
808 900 0
843 960 0
249 889 0
1 515 0
895 14 1
383 136 1
24 568 0
707 297 1
54 465 0
1000 835 0
686 469 0
564 54 1
660 398 0
79 322 0
630 97 1
76 744 0
208 364 0
115 69 0
406 599 0
919 758 0
366 481 0
147 681 0
359 524 0
406 156 1
116 706 0
429 624 0
24 675 0
318 598 0
213 530 0
313 738 0
169 891 0
35 456 0
298 482 0
902 975 0
469 940 0
981 641 0
995 619 0
617 132 1
782 481 0
352 416 0
353 549 0
159 922 0
995 506 0
954 723 0
625 451 0
596 986 0
602 838 0
261 654 0
961 663 0
196 991 0
762 212 1
641 374 0
849 626 0
413 906 0
526 795 0
958 742 0
689 78 1
394 433 0
613 109 1
19 65 0
667 119 1
743 136 1
505 926 0
640 333 0
861 112 1
805 12 1
436 551 0
907 622 0
343 73 1
790 900 0
704 59 1
642 149 1
445 143 1
76 744 0
208 364 0
115 69 0
406 599 0
919 758 0
366 481 0
147 681 0
359 524 0
406 156 1
116 706 0
429 624 0
24 675 0
318 598 0
213 530 0
313 738 0
169 891 0
35 456 0
298 482 0
902 975 0
469 940 0
981 641 0
995 619 0
617 132 1
782 481 0
352 416 0
353 549 0
159 922 0
995 506 0
954 723 0
625 451 0
596 986 0
602 838 0
261 654 0
961 663 0
196 991 0
762 212 1
641 374 0
849 626 0
413 906 0
526 795 0
958 742 0
689 78 1
394 433 0
613 109 1
19 65 0
667 119 1
743 136 1
505 926 0
640 333 0
861 112 1
805 12 1
436 551 0
907 622 0
343 73 1
790 900 0
704 59 1
642 149 1
445 143 1
479 186 1
625 185 1
404 985 0
403 524 0
70 162 0
291 421 0
288 677 0
682 758 0
545 141 1
369 287 0
790 981 0
86 820 0
976 765 0
918 382 1
543 740 0
550 766 0
700 132 1
686 384 0
433 770 0
482 83 1
